Createdon,punchCloseAt,OutageType,saifi,saidi,consumer_count_fdr,outageSubType,initialoffreason,htclosingreason,fdr_Id,fdr_name,grid_name,Relay,isemergency,israintripping,TAT,duration,dts_Id,consumer_count_fdr.1,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
2024-02-16,2024-02-16 22:48:45,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc. grounding,553,AL-MURTAZA,LIAQUTABAD,REI,1.0,NO,79,01:08:39,504,LL,2024-02-16,31.0,13.0,22.0,3.5,39.3,0.0,0,0.0,rain,0,0,21.2,20.5,53.7,1018.3,27.2,4.9,240.1,20.8,8,10
2024-02-17,2024-02-17 09:00:39,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,DC - Disconnected,Bird / Animal Electrocuted,208,AYUB MANZIL,FEDERAL-B,REI,0.0,NO,105,01:19:22,500524,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 10:45:56,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,1205,SHAMIM APPARTMENT,FEDERAL-B,REI,0.0,NO,64,00:48:55,4840,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 12:03:34,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Planned Outage,VIR / Wire / Cloth etc. grounding,298,TIME SQUARE,KESC HOSPITAL,REI,0.0,NO,49,00:45:22,935,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 13:42:38,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,HT Cable Lead,329,MUJAHID COLONY (NATIONAL CEMENT),GULSHAN,REI,0.0,NO,68,00:30:42,971,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 15:05:48,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Forced Outage,Relay Fault,550,ILYAS GOTH,LIAQUTABAD,REI,0.0,NO,95,01:30:03,971,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 15:12:30,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc. grounding,340,ALLADIN PARK,GULSHAN,REI,1.0,NO,32,00:32:29,523166,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 15:12:42,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc. grounding,3118,MUGHAL-E-AZAM,GULSHAN,REI,0.0,NO,32,00:32:23,523166,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 17:06:28,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Supply off from s/s,VIR / Wire / Cloth etc. grounding,3341,BAKHSHI SQUARE,AZIZABAD,REI,0.0,NO,54,00:30:17,500542,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 17:45:58,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc. grounding,298,TIME SQUARE,KESC HOSPITAL,REI,0.0,NO,99,00:38:00,500542,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 19:00:26,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Forced Outage,VIR / Wire / Cloth etc. grounding,1265,QURESHI COLONY,LIAQUTABAD,REI,0.0,NO,39,00:24:03,7950,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 19:27:11,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Voltage Fluctuation,VIR / Wire / Cloth etc. grounding,550,ILYAS GOTH,LIAQUTABAD,REI,0.0,NO,43,00:36:57,954,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-17,2024-02-17 20:15:08,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,552,CAFÉ MILAT (NAIRANG CINEMA),LIAQUTABAD,REI,0.0,NO,128,00:33:44,500748,LL,2024-02-17,31.2,14.0,22.5,4.1,35.4,0.0,0,0.0,rain,0,0,31.3,25.9,257.7,1014.9,34.6,4.9,240.2,20.7,8,10
2024-02-18,2024-02-18 09:31:31,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,Bird / Animal Electrocuted,339,AL-AZMAT,GULSHAN,REI,0.0,NO,87,01:23:49,500439,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 10:21:01,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,VIR / Wire / Cloth etc. grounding,540,NAZIMABAD 4,LIAQUTABAD,REI,0.0,NO,18,00:16:40,9052,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 11:13:32,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,VIR / Wire / Cloth etc. grounding,669,NAZIMABAD POST OFFICE,NORTH NAZIMABAD,REI,0.0,NO,53,00:56:36,9052,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 10:45:46,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc. grounding,2021,HAJI MUREED GOTH,JAIL,REI,0.0,NO,66,00:19:39,9052,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 12:00:27,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Breaker Tripped,VIR / Wire / Cloth etc. grounding,3903,CAFÉ BHANGORIA,AZIZABAD,REI,0.0,NO,68,00:18:07,1035,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 12:25:30,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Off,Forced Outage,VIR / Wire / Cloth etc. grounding,320,NATIONAL STADIUM,GULSHAN,REI,0.0,NO,56,00:42:10,1035,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 12:30:59,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc. grounding,2034,GULNOOR ICE,AZIZABAD,REI,0.0,NO,38,00:32:32,1035,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 12:55:36,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Forced Outage,VIR / Wire / Cloth etc. grounding,3177,PAK SWISS,KESC HOSPITAL,REI,0.0,NO,40,00:36:45,1035,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 13:00:16,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Forced Outage,VIR / Wire / Cloth etc. grounding,117,QASIMABAD DEGREE COLLGE (QDC),CIVIC CENTRE,REI,0.0,NO,41,00:37:44,1035,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 17:25:10,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,Bird / Animal Electrocuted,2113,ALI SQUARE,AZIZABAD,REI,0.0,NO,134,02:09:22,500444,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-18 17:18:15,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Supply off from s/s,Bird / Animal Electrocuted,559,C-1 AREA,LIAQUTABAD,REI,0.0,NO,38,00:35:28,500523,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-19 00:18:08,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Job of Operation,Bird / Animal Electrocuted,109,EXPO CENTER,CIVIC CENTRE,REI,0.0,NO,33,00:30:15,500528,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-18,2024-02-19 00:05:30,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Job of Operation,Bird / Animal Electrocuted,1152,GENERAL SOCIETY,CIVIC CENTRE,REI,0.0,NO,31,00:18:17,500528,LL,2024-02-18,28.0,19.0,23.3,16.0,64.7,0.0,0,0.0,rain,0,0,51.1,38.9,242.4,1010.8,41.7,5.6,231.5,20.0,8,10
2024-02-19,2024-02-19 02:17:31,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,VIR / Wire / Cloth etc. grounding,208,AYUB MANZIL,FEDERAL-B,REI,0.0,NO,88,01:25:39,505025,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 02:10:29,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,VIR / Wire / Cloth etc. grounding,3177,PAK SWISS,KESC HOSPITAL,REI,0.0,NO,22,00:22:29,505025,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 07:05:24,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,DC - Disconnected,VIR / Wire / Cloth etc. grounding,3873,AQSA TOWER,GULSHAN,REI,0.0,NO,52,00:49:07,500482,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 07:10:37,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,DC - Disconnected,VIR / Wire / Cloth etc. grounding,1152,GENERAL SOCIETY,CIVIC CENTRE,EI,0.0,NO,20,00:17:05,500482,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 07:14:14,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,DC - Disconnected,VIR / Wire / Cloth etc. grounding,109,EXPO CENTER,CIVIC CENTRE,EI,0.0,NO,20,00:21:08,500482,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 07:26:40,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Commercial,VIR / Wire / Cloth etc. grounding,99,BARADARI,CIVIC CENTRE,EI,0.0,NO,26,00:27:38,171483,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 08:52:15,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc. grounding,343,LUCKY CENTER,GULSHAN,EI,1.0,NO,70,01:16:52,523555,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 10:25:01,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Planned Outage,HT Cable Lead,3177,PAK SWISS,KESC HOSPITAL,EI,0.0,NO,23,00:20:07,9723,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 10:59:03,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Planned Outage,Misc.,669,NAZIMABAD POST OFFICE,NORTH NAZIMABAD,EI,0.0,NO,51,00:49:18,9723,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 11:17:47,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,VIR / Wire / Cloth etc. grounding,775,DISTRICT OFFICE(HABIB INDUSTRY),S.I.T.E,EI,0.0,NO,8,00:07:27,953,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 12:06:25,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Planned Outage,VIR / Wire / Cloth etc. grounding,340,ALLADIN PARK,GULSHAN,REI,0.0,NO,60,00:29:31,504884,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 12:34:45,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Planned Outage,VIR / Wire / Cloth etc. grounding,3118,MUGHAL-E-AZAM,GULSHAN,REI,0.0,NO,59,00:58:31,504884,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 14:55:57,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Shutdown,VIR / Wire / Cloth etc. grounding,3176,NILLAT,KESC HOSPITAL,REI,0.0,NO,85,01:22:49,534631,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 17:06:58,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Planned Outage,VIR / Wire / Cloth etc. grounding,3177,PAK SWISS,KESC HOSPITAL,REI,0.0,NO,33,00:09:20,500701,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 19:55:26,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Supply off from s/s,Misc.,333,E. P. B.,GULSHAN,REI,0.0,NO,49,00:55:26,500525,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 21:18:08,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,MISC,2023,BANA PALACE,AZIZABAD,REI,0.0,NO,33,00:25:55,1050,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 22:13:22,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,HT Jumper,818,AL-MAROOF SWEET,Golimar,REI,0.0,NO,37,00:31:42,8338,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 23:21:03,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Lead Burnt Out,HT Jumper,775,DISTRICT OFFICE(HABIB INDUSTRY),S.I.T.E,REI,0.0,NO,19,00:15:47,8589,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 23:21:55,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Lead Burnt Out,HT Jumper,3596,NAZ ICE,S.I.T.E,REI,0.0,NO,18,00:16:25,8589,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-19,2024-02-19 23:40:23,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Supply off from s/s,HT Jumper,560,FATIMA BAROCHA,LIAQUTABAD,REI,0.0,NO,25,00:09:38,524701,LL,2024-02-19,28.0,23.0,24.9,19.7,74.0,0.1,100,4.17,rain,0,0,56.5,33.5,246.3,1009.7,62.1,5.2,216.5,18.5,8,10
2024-02-20,2024-02-20 11:33:29,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Voltage Fluctuation,Bird / Animal Electrocuted,775,DISTRICT OFFICE(HABIB INDUSTRY),S.I.T.E,REI,0.0,NO,27,00:26:11,8588,LL,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-20,2024-02-20 11:28:22,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc Grounding,2021,HAJI MUREED GOTH,JAIL,REI,0.0,NO,21,00:19:25,8588,LL,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-20,2024-02-20 13:24:42,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc Grounding,344,KOHISTAN BUILDER (GUL-SHAMIM),AZIZABAD,REI,0.0,NO,41,00:25:34,10372,LL,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-20,2024-02-20 14:55:44,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,VIR / Wire / Cloth etc Grounding,3414,BOSE,NORTH NAZIMABAD,REI,0.0,NO,96,01:33:59,9697,LL,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-20,2024-02-20 14:44:55,Feeder, @  11 - SHARIF & PARTNER BL- 4 FBA,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,VIR / Wire / Cloth etc Grounding,1295,ASHRAF NAGAR,NORTH NAZIMABAD,REI,0.0,NO,28,00:12:39,11668,LL,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-20,2024-02-20 18:54:15,Feeder,HT Cable to be isolate,Bus Bar Position Insulated= YES ?,ML,Incoming Trip,Supply off from s/s,PMT Link,553,AL-MURTAZA,LIAQUTABAD,REI,0.0,NO,27,00:25:28,173475,ML,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-20,2024-02-20 19:20:41,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,OTFS,Grid Level Outage,PMT Link,3168,BATWA III,AZIZABAD,REI,0.0,NO,42,00:45:08,173475,VHL,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-20,2024-02-21 01:20:26,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,Incoming Trip,Breaker Tripped,VIR / Wire / Cloth etc. grounding,3341,BAKHSHI SQUARE,AZIZABAD,REI,0.0,NO,119,01:50:38,7959,VHL,2024-02-20,29.2,20.0,24.3,16.3,65.2,0.0,0,0.0,rain,0,0,39.6,27.7,239.3,1011.7,43.2,5.4,235.4,20.3,8,10
2024-02-21,2024-02-21 06:30:54,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,Feeder Trip,DC - Disconnected,PMT Link,2099,YASEENABAD,AZIZABAD,REI,0.0,NO,51,00:21:51,526906,VHL,2024-02-21,29.0,20.4,24.3,15.2,59.0,0.0,0,0.0,rain,0,0,37.4,31.7,252.3,1011.6,20.5,5.4,239.1,20.7,8,10
2024-02-21,2024-02-21 09:22:43,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,Feeder Trip,Voltage Fluctuation,PMT Link,2139,TRIMAX HOSPITAL(OLD COMP SCHOOL),AZIZABAD,REI,0.0,NO,145,01:42:03,7958,VHL,2024-02-21,29.0,20.4,24.3,15.2,59.0,0.0,0,0.0,rain,0,0,37.4,31.7,252.3,1011.6,20.5,5.4,239.1,20.7,8,10
2024-02-21,2024-02-21 09:13:20,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,Feeder Trip,Lead Burnt Out,PMT Link,102,EAGLE SQUAD,CIVIC CENTRE,REI,0.0,NO,74,00:45:23,8487,VHL,2024-02-21,29.0,20.4,24.3,15.2,59.0,0.0,0,0.0,rain,0,0,37.4,31.7,252.3,1011.6,20.5,5.4,239.1,20.7,8,10
2024-02-21,2024-02-21 09:13:00,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,Feeder Trip,Lead Burnt Out,PMT Link,103,PARAS,CIVIC CENTRE,REI,0.0,NO,73,00:45:46,8487,VHL,2024-02-21,29.0,20.4,24.3,15.2,59.0,0.0,0,0.0,rain,0,0,37.4,31.7,252.3,1011.6,20.5,5.4,239.1,20.7,8,10
2024-02-21,2024-02-21 10:30:10,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,Incoming Trip,Lead Burnt Out,Misc.,550,ILYAS GOTH,LIAQUTABAD,REI,0.0,NO,96,00:47:21,8487,VHL,2024-02-21,29.0,20.4,24.3,15.2,59.0,0.0,0,0.0,rain,0,0,37.4,31.7,252.3,1011.6,20.5,5.4,239.1,20.7,8,10
2024-02-21,2024-02-21 10:07:04,Feeder,ON/Off trolley mechanism broken at grid,Bus Bar Position Insulated= YES ?,VHL,Incoming Off,Forced Outage,Misc.,117,QASIMABAD DEGREE COLLGE (QDC),CIVIC CENTRE,REI,0.0,NO,35,00:18:29,8487,VHL,2024-02-21,29.0,20.4,24.3,15.2,59.0,0.0,0,0.0,rain,0,0,37.4,31.7,252.3,1011.6,20.5,5.4,239.1,20.7,8,10
