Createdon,fdr_Id,duration_seconds,Fault_Occurred,tempmax,tempmin,temp,dew,humidity,precip,windgust,windspeed,sealevelpressure,cloudcover,solarradiation,datetime
2025-02-02,330,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-21,795,0.0,0,27.0,11.0,18.8,7.0,48.7,0.0,24.8,14.4,1015.2,0.0,202.0,2025-01-21
2025-01-01,562,0.0,0,26.0,11.0,18.6,2.6,36.5,0.0,29.9,16.6,1017.8,60.3,180.8,2025-01-01
2025-02-03,549,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-16,1267,0.0,0,25.0,11.0,18.1,6.2,48.1,0.0,20.5,16.6,1020.5,4.2,199.7,2025-01-16
2025-01-29,335,2551.0,1,28.0,14.8,21.7,15.5,70.6,0.0,38.5,22.3,1012.8,10.5,207.6,2025-01-29
2025-01-22,3416,0.0,0,27.0,14.0,20.4,9.9,56.3,0.0,23.4,11.2,1014.7,16.9,198.8,2025-01-22
2025-01-14,3903,0.0,0,25.0,10.2,17.2,7.1,53.4,0.0,28.4,16.9,1018.4,0.5,195.2,2025-01-14
2025-01-06,2120,7983.0,1,25.2,8.0,16.5,0.8,41.4,0.0,20.5,13.3,1018.8,0.0,196.7,2025-01-06
2025-01-20,3325,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-01-26,2120,0.0,0,29.0,9.0,18.6,2.9,40.5,0.0,18.7,22.3,1015.0,0.0,215.8,2025-01-26
2025-02-02,3502,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-02,3325,0.0,0,27.0,13.0,18.7,4.4,42.9,0.0,27.4,11.2,1016.9,66.6,179.9,2025-01-02
2025-01-28,326,0.0,0,28.2,11.0,19.8,7.9,52.5,0.0,29.2,18.4,1012.1,8.4,201.6,2025-01-28
2025-01-13,205,0.0,0,24.0,12.0,17.3,4.1,43.5,0.0,43.2,27.0,1019.8,0.5,197.5,2025-01-13
2025-01-30,544,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-01-14,208,0.0,0,25.0,10.2,17.2,7.1,53.4,0.0,28.4,16.9,1018.4,0.5,195.2,2025-01-14
2025-01-24,3549,0.0,0,26.2,10.0,18.9,-3.2,24.3,0.0,38.5,25.9,1017.4,0.0,212.4,2025-01-24
2025-01-20,3416,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-01-07,2113,0.0,0,25.0,7.0,16.2,-3.8,28.8,0.0,26.6,22.3,1020.0,0.0,199.0,2025-01-07
2025-01-15,775,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-02-07,186,0.0,0,28.0,16.0,21.5,-5.0,17.5,0.0,32.8,29.5,1017.3,62.9,206.2,2025-02-07
2025-01-07,2099,0.0,0,25.0,7.0,16.2,-3.8,28.8,0.0,26.6,22.3,1020.0,0.0,199.0,2025-01-07
2025-01-29,192,0.0,0,28.0,14.8,21.7,15.5,70.6,0.0,38.5,22.3,1012.8,10.5,207.6,2025-01-29
2025-01-31,2047,0.0,0,26.0,11.0,19.7,1.0,32.7,0.0,31.7,25.9,1011.7,0.0,219.9,2025-01-31
2025-01-12,3873,0.0,0,26.0,10.0,17.8,2.4,40.6,0.0,37.1,18.4,1019.2,0.0,197.9,2025-01-12
2025-01-05,3550,0.0,0,24.4,11.0,17.6,4.5,44.9,0.0,21.2,14.8,1016.4,0.0,192.3,2025-01-05
2025-01-09,782,0.0,0,26.4,9.6,17.3,3.0,45.5,0.0,23.8,14.8,1014.9,0.0,198.5,2025-01-09
2025-02-04,2053,0.0,0,27.0,13.0,20.0,7.0,48.2,0.0,34.9,18.4,1015.8,11.4,219.7,2025-02-04
2025-01-06,1200,0.0,0,25.2,8.0,16.5,0.8,41.4,0.0,20.5,13.3,1018.8,0.0,196.7,2025-01-06
2025-01-03,4171,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-13,224,0.0,0,24.0,12.0,17.3,4.1,43.5,0.0,43.2,27.0,1019.8,0.5,197.5,2025-01-13
2025-01-15,320,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-01-04,550,8685.0,1,26.0,14.6,19.7,7.1,49.7,0.0,33.1,16.6,1015.0,16.4,190.0,2025-01-04
2025-02-03,3961,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-26,346,0.0,0,29.0,9.0,18.6,2.9,40.5,0.0,18.7,22.3,1015.0,0.0,215.8,2025-01-26
2025-01-29,890,0.0,0,28.0,14.8,21.7,15.5,70.6,0.0,38.5,22.3,1012.8,10.5,207.6,2025-01-29
2025-01-08,3961,0.0,0,26.0,7.0,16.2,0.1,37.2,0.0,19.4,11.2,1016.6,0.0,198.2,2025-01-08
2025-01-02,561,0.0,0,27.0,13.0,18.7,4.4,42.9,0.0,27.4,11.2,1016.9,66.6,179.9,2025-01-02
2025-02-01,3477,0.0,0,26.0,11.0,18.5,1.5,35.9,0.0,25.2,16.9,1013.9,0.0,219.9,2025-02-01
2025-01-14,3176,0.0,0,25.0,10.2,17.2,7.1,53.4,0.0,28.4,16.9,1018.4,0.5,195.2,2025-01-14
2025-01-11,541,0.0,0,27.0,11.0,18.4,4.2,43.3,0.0,25.6,16.9,1016.7,0.7,195.5,2025-01-11
2025-01-01,657,0.0,0,26.0,11.0,18.6,2.6,36.5,0.0,29.9,16.6,1017.8,60.3,180.8,2025-01-01
2025-01-20,3341,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-02-06,3477,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-26,117,0.0,0,29.0,9.0,18.6,2.9,40.5,0.0,18.7,22.3,1015.0,0.0,215.8,2025-01-26
2025-01-07,323,0.0,0,25.0,7.0,16.2,-3.8,28.8,0.0,26.6,22.3,1020.0,0.0,199.0,2025-01-07
2025-01-30,782,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-01-24,3325,0.0,0,26.2,10.0,18.9,-3.2,24.3,0.0,38.5,25.9,1017.4,0.0,212.4,2025-01-24
2025-01-15,562,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-01-12,3904,0.0,0,26.0,10.0,17.8,2.4,40.6,0.0,37.1,18.4,1019.2,0.0,197.9,2025-01-12
2025-01-17,554,0.0,0,25.0,13.0,18.5,1.5,34.3,0.0,40.0,29.5,1019.4,3.7,201.4,2025-01-17
2025-02-07,3341,0.0,0,28.0,16.0,21.5,-5.0,17.5,0.0,32.8,29.5,1017.3,62.9,206.2,2025-02-07
2025-01-20,1152,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-01-29,657,0.0,0,28.0,14.8,21.7,15.5,70.6,0.0,38.5,22.3,1012.8,10.5,207.6,2025-01-29
2025-01-01,330,0.0,0,26.0,11.0,18.6,2.6,36.5,0.0,29.9,16.6,1017.8,60.3,180.8,2025-01-01
2025-01-20,890,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-01-16,223,0.0,0,25.0,11.0,18.1,6.2,48.1,0.0,20.5,16.6,1020.5,4.2,199.7,2025-01-16
2025-01-10,334,0.0,0,26.0,14.0,20.0,2.1,31.7,0.0,24.5,14.8,1015.7,45.0,161.7,2025-01-10
2025-01-01,1123,0.0,0,26.0,11.0,18.6,2.6,36.5,0.0,29.9,16.6,1017.8,60.3,180.8,2025-01-01
2025-02-02,196,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-27,3550,0.0,0,31.0,10.0,19.3,6.3,50.3,0.0,23.0,16.6,1013.3,4.2,213.8,2025-01-27
2025-02-01,298,2375.0,1,26.0,11.0,18.5,1.5,35.9,0.0,25.2,16.9,1013.9,0.0,219.9,2025-02-01
2025-02-05,323,0.0,0,27.0,11.0,19.6,3.1,37.4,0.0,21.6,15.8,1016.6,0.0,228.7,2025-02-05
2025-01-27,206,0.0,0,31.0,10.0,19.3,6.3,50.3,0.0,23.0,16.6,1013.3,4.2,213.8,2025-01-27
2025-01-14,350,0.0,0,25.0,10.2,17.2,7.1,53.4,0.0,28.4,16.9,1018.4,0.5,195.2,2025-01-14
2025-01-03,1214,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-02-02,2012,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-02-07,545,0.0,0,28.0,16.0,21.5,-5.0,17.5,0.0,32.8,29.5,1017.3,62.9,206.2,2025-02-07
2025-02-03,1265,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-12,3416,0.0,0,26.0,10.0,17.8,2.4,40.6,0.0,37.1,18.4,1019.2,0.0,197.9,2025-01-12
2025-01-20,893,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-01-14,547,0.0,0,25.0,10.2,17.2,7.1,53.4,0.0,28.4,16.9,1018.4,0.5,195.2,2025-01-14
2025-01-08,192,0.0,0,26.0,7.0,16.2,0.1,37.2,0.0,19.4,11.2,1016.6,0.0,198.2,2025-01-08
2025-01-21,3961,0.0,0,27.0,11.0,18.8,7.0,48.7,0.0,24.8,14.4,1015.2,0.0,202.0,2025-01-21
2025-01-03,3342,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-15,557,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-02-02,3459,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-03,1200,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-30,3904,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-01-28,890,0.0,0,28.2,11.0,19.8,7.9,52.5,0.0,29.2,18.4,1012.1,8.4,201.6,2025-01-28
2025-01-20,545,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-01-09,1205,0.0,0,26.4,9.6,17.3,3.0,45.5,0.0,23.8,14.8,1014.9,0.0,198.5,2025-01-09
2025-02-06,2024,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-22,890,0.0,0,27.0,14.0,20.4,9.9,56.3,0.0,23.4,11.2,1014.7,16.9,198.8,2025-01-22
2025-02-07,220,0.0,0,28.0,16.0,21.5,-5.0,17.5,0.0,32.8,29.5,1017.3,62.9,206.2,2025-02-07
2025-01-07,111,0.0,0,25.0,7.0,16.2,-3.8,28.8,0.0,26.6,22.3,1020.0,0.0,199.0,2025-01-07
2025-02-02,2099,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-02,330,0.0,0,27.0,13.0,18.7,4.4,42.9,0.0,27.4,11.2,1016.9,66.6,179.9,2025-01-02
2025-01-03,193,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-02-03,99,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-02-03,221,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-15,324,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-02-01,190,0.0,0,26.0,11.0,18.5,1.5,35.9,0.0,25.2,16.9,1013.9,0.0,219.9,2025-02-01
2025-01-25,186,0.0,0,28.0,12.0,19.7,-3.2,23.4,0.0,30.6,14.8,1016.5,0.0,214.8,2025-01-25
2025-01-09,3315,0.0,0,26.4,9.6,17.3,3.0,45.5,0.0,23.8,14.8,1014.9,0.0,198.5,2025-01-09
2025-02-02,206,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-02-01,2041,0.0,0,26.0,11.0,18.5,1.5,35.9,0.0,25.2,16.9,1013.9,0.0,219.9,2025-02-01
2025-01-18,327,0.0,0,25.0,15.0,18.8,2.8,36.3,0.0,43.6,22.3,1016.4,2.0,201.9,2025-01-18
2025-02-05,3905,0.0,0,27.0,11.0,19.6,3.1,37.4,0.0,21.6,15.8,1016.6,0.0,228.7,2025-02-05
2025-01-12,558,0.0,0,26.0,10.0,17.8,2.4,40.6,0.0,37.1,18.4,1019.2,0.0,197.9,2025-01-12
2025-02-06,540,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-28,795,0.0,0,28.2,11.0,19.8,7.9,52.5,0.0,29.2,18.4,1012.1,8.4,201.6,2025-01-28
2025-01-18,3904,0.0,0,25.0,15.0,18.8,2.8,36.3,0.0,43.6,22.3,1016.4,2.0,201.9,2025-01-18
2025-02-03,214,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-03,2073,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-22,3439,0.0,0,27.0,14.0,20.4,9.9,56.3,0.0,23.4,11.2,1014.7,16.9,198.8,2025-01-22
2025-01-28,1199,0.0,0,28.2,11.0,19.8,7.9,52.5,0.0,29.2,18.4,1012.1,8.4,201.6,2025-01-28
2025-01-16,2113,0.0,0,25.0,11.0,18.1,6.2,48.1,0.0,20.5,16.6,1020.5,4.2,199.7,2025-01-16
2025-01-10,796,0.0,0,26.0,14.0,20.0,2.1,31.7,0.0,24.5,14.8,1015.7,45.0,161.7,2025-01-10
2025-02-02,3017,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-16,335,0.0,0,25.0,11.0,18.1,6.2,48.1,0.0,20.5,16.6,1020.5,4.2,199.7,2025-01-16
2025-02-07,320,0.0,0,28.0,16.0,21.5,-5.0,17.5,0.0,32.8,29.5,1017.3,62.9,206.2,2025-02-07
2025-02-07,193,0.0,0,28.0,16.0,21.5,-5.0,17.5,0.0,32.8,29.5,1017.3,62.9,206.2,2025-02-07
2025-02-03,348,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-02-03,222,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-03,343,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-24,3017,0.0,0,26.2,10.0,18.9,-3.2,24.3,0.0,38.5,25.9,1017.4,0.0,212.4,2025-01-24
2025-01-03,196,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-02-01,2012,0.0,0,26.0,11.0,18.5,1.5,35.9,0.0,25.2,16.9,1013.9,0.0,219.9,2025-02-01
2025-01-30,3903,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-01-21,192,0.0,0,27.0,11.0,18.8,7.0,48.7,0.0,24.8,14.4,1015.2,0.0,202.0,2025-01-21
2025-01-03,3547,5858.0,1,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-24,546,0.0,0,26.2,10.0,18.9,-3.2,24.3,0.0,38.5,25.9,1017.4,0.0,212.4,2025-01-24
2025-01-26,324,0.0,0,29.0,9.0,18.6,2.9,40.5,0.0,18.7,22.3,1015.0,0.0,215.8,2025-01-26
2025-01-26,216,0.0,0,29.0,9.0,18.6,2.9,40.5,0.0,18.7,22.3,1015.0,0.0,215.8,2025-01-26
2025-01-17,216,0.0,0,25.0,13.0,18.5,1.5,34.3,0.0,40.0,29.5,1019.4,3.7,201.4,2025-01-17
2025-01-01,3341,0.0,0,26.0,11.0,18.6,2.6,36.5,0.0,29.9,16.6,1017.8,60.3,180.8,2025-01-01
2025-01-15,208,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-02-01,3177,0.0,0,26.0,11.0,18.5,1.5,35.9,0.0,25.2,16.9,1013.9,0.0,219.9,2025-02-01
2025-01-19,3157,0.0,0,26.0,10.0,18.4,1.4,35.1,0.0,28.4,14.8,1016.4,0.0,200.0,2025-01-19
2025-01-09,3461,0.0,0,26.4,9.6,17.3,3.0,45.5,0.0,23.8,14.8,1014.9,0.0,198.5,2025-01-09
2025-01-30,333,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-01-22,3316,0.0,0,27.0,14.0,20.4,9.9,56.3,0.0,23.4,11.2,1014.7,16.9,198.8,2025-01-22
2025-02-03,2099,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-21,2041,0.0,0,27.0,11.0,18.8,7.0,48.7,0.0,24.8,14.4,1015.2,0.0,202.0,2025-01-21
2025-01-25,102,0.0,0,28.0,12.0,19.7,-3.2,23.4,0.0,30.6,14.8,1016.5,0.0,214.8,2025-01-25
2025-01-24,556,0.0,0,26.2,10.0,18.9,-3.2,24.3,0.0,38.5,25.9,1017.4,0.0,212.4,2025-01-24
2025-01-09,3397,0.0,0,26.4,9.6,17.3,3.0,45.5,0.0,23.8,14.8,1014.9,0.0,198.5,2025-01-09
2025-01-07,3439,0.0,0,25.0,7.0,16.2,-3.8,28.8,0.0,26.6,22.3,1020.0,0.0,199.0,2025-01-07
2025-01-11,3905,0.0,0,27.0,11.0,18.4,4.2,43.3,0.0,25.6,16.9,1016.7,0.7,195.5,2025-01-11
2025-01-27,3157,0.0,0,31.0,10.0,19.3,6.3,50.3,0.0,23.0,16.6,1013.3,4.2,213.8,2025-01-27
2025-02-03,2018,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-15,1196,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-01-31,2156,0.0,0,26.0,11.0,19.7,1.0,32.7,0.0,31.7,25.9,1011.7,0.0,219.9,2025-01-31
2025-01-06,557,0.0,0,25.2,8.0,16.5,0.8,41.4,0.0,20.5,13.3,1018.8,0.0,196.7,2025-01-06
2025-02-06,1203,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-10,343,0.0,0,26.0,14.0,20.0,2.1,31.7,0.0,24.5,14.8,1015.7,45.0,161.7,2025-01-10
2025-02-06,3466,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-20,103,0.0,0,27.0,16.0,20.2,2.0,31.2,0.0,31.7,16.6,1016.3,0.0,201.5,2025-01-20
2025-01-09,3550,0.0,0,26.4,9.6,17.3,3.0,45.5,0.0,23.8,14.8,1014.9,0.0,198.5,2025-01-09
2025-02-01,3316,0.0,0,26.0,11.0,18.5,1.5,35.9,0.0,25.2,16.9,1013.9,0.0,219.9,2025-02-01
2025-01-29,1214,0.0,0,28.0,14.8,21.7,15.5,70.6,0.0,38.5,22.3,1012.8,10.5,207.6,2025-01-29
2025-01-02,1196,0.0,0,27.0,13.0,18.7,4.4,42.9,0.0,27.4,11.2,1016.9,66.6,179.9,2025-01-02
2025-01-23,2099,0.0,0,26.8,15.0,20.4,-1.2,27.2,0.0,30.6,24.1,1017.7,12.5,208.1,2025-01-23
2025-01-25,3582,0.0,0,28.0,12.0,19.7,-3.2,23.4,0.0,30.6,14.8,1016.5,0.0,214.8,2025-01-25
2025-01-15,2097,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-01-16,1295,0.0,0,25.0,11.0,18.1,6.2,48.1,0.0,20.5,16.6,1020.5,4.2,199.7,2025-01-16
2025-01-02,103,0.0,0,27.0,13.0,18.7,4.4,42.9,0.0,27.4,11.2,1016.9,66.6,179.9,2025-01-02
2025-02-06,2023,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-30,2018,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-02-03,190,0.0,0,26.8,15.0,20.6,1.3,29.9,0.0,34.6,22.3,1014.8,0.4,219.8,2025-02-03
2025-01-16,3416,0.0,0,25.0,11.0,18.1,6.2,48.1,0.0,20.5,16.6,1020.5,4.2,199.7,2025-01-16
2025-01-19,657,0.0,0,26.0,10.0,18.4,1.4,35.1,0.0,28.4,14.8,1016.4,0.0,200.0,2025-01-19
2025-01-21,2156,0.0,0,27.0,11.0,18.8,7.0,48.7,0.0,24.8,14.4,1015.2,0.0,202.0,2025-01-21
2025-01-13,344,0.0,0,24.0,12.0,17.3,4.1,43.5,0.0,43.2,27.0,1019.8,0.5,197.5,2025-01-13
2025-01-21,2019,2841.0,1,27.0,11.0,18.8,7.0,48.7,0.0,24.8,14.4,1015.2,0.0,202.0,2025-01-21
2025-01-19,351,0.0,0,26.0,10.0,18.4,1.4,35.1,0.0,28.4,14.8,1016.4,0.0,200.0,2025-01-19
2025-01-05,1199,0.0,0,24.4,11.0,17.6,4.5,44.9,0.0,21.2,14.8,1016.4,0.0,192.3,2025-01-05
2025-01-02,549,0.0,0,27.0,13.0,18.7,4.4,42.9,0.0,27.4,11.2,1016.9,66.6,179.9,2025-01-02
2025-01-09,220,4210.0,1,26.4,9.6,17.3,3.0,45.5,0.0,23.8,14.8,1014.9,0.0,198.5,2025-01-09
2025-01-30,539,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-01-18,813,0.0,0,25.0,15.0,18.8,2.8,36.3,0.0,43.6,22.3,1016.4,2.0,201.9,2025-01-18
2025-01-03,2099,6066.0,1,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-15,340,0.0,0,25.0,11.0,18.1,7.4,52.2,0.0,28.8,14.4,1019.3,19.2,191.5,2025-01-15
2025-02-07,3557,0.0,0,28.0,16.0,21.5,-5.0,17.5,0.0,32.8,29.5,1017.3,62.9,206.2,2025-02-07
2025-01-06,2100,0.0,0,25.2,8.0,16.5,0.8,41.4,0.0,20.5,13.3,1018.8,0.0,196.7,2025-01-06
2025-01-17,351,0.0,0,25.0,13.0,18.5,1.5,34.3,0.0,40.0,29.5,1019.4,3.7,201.4,2025-01-17
2025-02-06,2094,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-01,3439,0.0,0,26.0,11.0,18.6,2.6,36.5,0.0,29.9,16.6,1017.8,60.3,180.8,2025-01-01
2025-01-18,3697,0.0,0,25.0,15.0,18.8,2.8,36.3,0.0,43.6,22.3,1016.4,2.0,201.9,2025-01-18
2025-01-03,893,0.0,0,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-27,1199,0.0,0,31.0,10.0,19.3,6.3,50.3,0.0,23.0,16.6,1013.3,4.2,213.8,2025-01-27
2025-02-06,205,0.0,0,27.0,10.0,18.8,-1.0,31.4,0.0,31.7,20.5,1017.6,3.7,228.1,2025-02-06
2025-01-25,316,0.0,0,28.0,12.0,19.7,-3.2,23.4,0.0,30.6,14.8,1016.5,0.0,214.8,2025-01-25
2025-01-23,327,0.0,0,26.8,15.0,20.4,-1.2,27.2,0.0,30.6,24.1,1017.7,12.5,208.1,2025-01-23
2025-01-16,109,0.0,0,25.0,11.0,18.1,6.2,48.1,0.0,20.5,16.6,1020.5,4.2,199.7,2025-01-16
2025-01-21,2030,5621.0,1,27.0,11.0,18.8,7.0,48.7,0.0,24.8,14.4,1015.2,0.0,202.0,2025-01-21
2025-01-02,346,0.0,0,27.0,13.0,18.7,4.4,42.9,0.0,27.4,11.2,1016.9,66.6,179.9,2025-01-02
2025-01-27,323,0.0,0,31.0,10.0,19.3,6.3,50.3,0.0,23.0,16.6,1013.3,4.2,213.8,2025-01-27
2025-01-03,3697,5749.0,1,28.0,10.0,18.7,8.4,52.7,0.0,21.6,13.0,1016.7,15.9,185.9,2025-01-03
2025-01-04,561,0.0,0,26.0,14.6,19.7,7.1,49.7,0.0,33.1,16.6,1015.0,16.4,190.0,2025-01-04
2025-01-13,2097,0.0,0,24.0,12.0,17.3,4.1,43.5,0.0,43.2,27.0,1019.8,0.5,197.5,2025-01-13
2025-01-12,813,0.0,0,26.0,10.0,17.8,2.4,40.6,0.0,37.1,18.4,1019.2,0.0,197.9,2025-01-12
2025-01-30,545,0.0,0,29.0,13.0,21.3,6.8,49.5,0.0,31.0,18.4,1013.2,6.3,214.8,2025-01-30
2025-01-24,221,0.0,0,26.2,10.0,18.9,-3.2,24.3,0.0,38.5,25.9,1017.4,0.0,212.4,2025-01-24
2025-02-02,556,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-23,3325,0.0,0,26.8,15.0,20.4,-1.2,27.2,0.0,30.6,24.1,1017.7,12.5,208.1,2025-01-23
2025-01-14,540,0.0,0,25.0,10.2,17.2,7.1,53.4,0.0,28.4,16.9,1018.4,0.5,195.2,2025-01-14
2025-01-07,3566,0.0,0,25.0,7.0,16.2,-3.8,28.8,0.0,26.6,22.3,1020.0,0.0,199.0,2025-01-07
2025-01-12,3341,0.0,0,26.0,10.0,17.8,2.4,40.6,0.0,37.1,18.4,1019.2,0.0,197.9,2025-01-12
2025-02-02,542,0.0,0,27.0,11.0,20.0,-2.6,22.7,0.0,43.9,31.7,1015.8,0.0,221.1,2025-02-02
2025-01-12,2083,0.0,0,26.0,10.0,17.8,2.4,40.6,0.0,37.1,18.4,1019.2,0.0,197.9,2025-01-12
2025-01-08,544,0.0,0,26.0,7.0,16.2,0.1,37.2,0.0,19.4,11.2,1016.6,0.0,198.2,2025-01-08
2025-01-13,338,0.0,0,24.0,12.0,17.3,4.1,43.5,0.0,43.2,27.0,1019.8,0.5,197.5,2025-01-13
